timestamp,entryprice,exitprice,tp/sl,direction,pnl
2025-06-02 10:00:00+00:00,104558.4,104883.7,,buy,325.3000000000029
2025-06-02 22:00:00+00:00,104883.7,105932.537,SL,sell,-1048.8369999999995
2025-06-04 13:00:00+00:00,104972.0,104772.6,,buy,-199.39999999999418
2025-06-05 12:00:00+00:00,104772.6,105820.326,SL,sell,-1047.725999999995
2025-06-05 16:00:00+00:00,104483.2,103438.368,SL,buy,-1044.8319999999949
2025-06-07 06:00:00+00:00,104838.7,105325.0,,sell,-486.3000000000029
2025-06-08 09:00:00+00:00,105325.0,105917.4,,buy,592.3999999999942
2025-06-08 16:00:00+00:00,105917.4,106976.574,SL,sell,-1059.173999999999
2025-06-11 17:00:00+00:00,109370.0,108276.3,SL,buy,-1093.699999999997
2025-06-13 23:00:00+00:00,105696.2,104751.1,,sell,945.0999999999913
2025-06-14 16:00:00+00:00,104751.1,105376.9,,buy,625.7999999999884
2025-06-15 00:00:00+00:00,105376.9,105255.0,,sell,121.89999999999418
2025-06-15 20:00:00+00:00,105255.0,105877.3,,buy,622.3000000000029
2025-06-16 04:00:00+00:00,105877.3,106936.073,SL,sell,-1058.773000000001
2025-06-17 15:00:00+00:00,104808.4,103760.31599999999,SL,buy,-1048.0840000000026
2025-06-20 07:00:00+00:00,104678.9,105725.689,SL,sell,-1046.7890000000043
2025-06-21 18:00:00+00:00,103151.3,102119.787,SL,buy,-1031.5130000000063
2025-06-23 17:00:00+00:00,100544.0,101549.44,SL,sell,-1005.4400000000023
2025-06-26 13:00:00+00:00,107073.9,107350.0,,buy,276.1000000000058
2025-06-29 08:00:00+00:00,107350.0,108423.5,SL,sell,-1073.5
2025-06-30 14:00:00+00:00,107489.6,106414.704,SL,buy,-1074.896000000008
2025-07-02 06:00:00+00:00,106597.2,107663.17199999999,SL,sell,-1065.9719999999943
2025-07-04 13:00:00+00:00,108686.0,107599.14,SL,buy,-1086.8600000000006
2025-07-06 13:00:00+00:00,108190.7,109272.607,SL,sell,-1081.9070000000065
2025-07-07 14:00:00+00:00,108478.7,107393.913,SL,buy,-1084.7869999999966
2025-07-08 10:00:00+00:00,108406.8,109490.868,SL,sell,-1084.0679999999993
2025-07-12 15:00:00+00:00,117330.7,118030.0,,buy,699.3000000000029
